id,EAP,HPL,MWS
id02310,0.07026300832720093,0.008707539545331206,0.9210294521274678
id24541,0.9405361319042148,0.04072977211045815,0.0187340959853272
id00134,0.8248545447054837,0.14075631433752567,0.03438914095699074
id27757,0.577248038668939,0.4015168965847141,0.02123506474634684
id04081,0.913752100577207,0.005009870677643505,0.08123802874514947
id27337,0.8623103578552792,0.1200003799202668,0.017689262224454022
id24265,0.8833102502803265,0.09516701883953081,0.02152273088014272
id25917,0.12004080723958606,0.18913369606760944,0.6908254966928045
id04951,0.9691170380492719,0.028155070477022183,0.0027278914737059994
id14549,0.9500858647464688,0.027529804774905957,0.022384330478625244
id22505,0.18635073641095862,0.2909645017121816,0.52268476187686
id24002,0.05583288311215917,0.9367778451226363,0.007389271765204668
id18982,0.20156962562189343,0.6316444295017457,0.16678594487636086
id15181,0.013695778267249555,0.9837433983201165,0.0025608234126340804
id21888,0.8024400367169818,0.02858769291416906,0.16897227036884913
id12035,0.00343865245400358,0.005847630551988585,0.9907137169940079
id17991,0.3390188051132465,0.04577447860089324,0.6152067162858603
id10707,0.998239594024171,0.00037052832910769966,0.0013898776467213443
id07101,0.17144033762182176,0.14891452334243355,0.6796451390357446
id00345,0.17816261921675058,0.8065113407405136,0.015326040042735809
id05912,0.9571385111086155,0.019296407848426463,0.023565081042958014
id13443,0.9591903889875064,0.0022554760081397755,0.038554135004353784
id09248,0.48475219988009477,0.12796083062680225,0.38728696949310293
id17542,0.23334210269353114,0.725188865051834,0.04146903225463476
id06995,0.17297461478447118,0.03879452828133582,0.7882308569341929
id25159,0.6019114395147953,0.016188061972154055,0.3819004985130506
id25729,0.6544800776202142,0.32120500315548517,0.024314919224300686
id26949,0.7281447830837597,0.11623950290653927,0.15561571400970098
id27191,0.6652111956590947,0.00962318347871505,0.32516562086219014
id07668,0.3951254936946069,0.005095712880237174,0.5997787934251559
id02230,0.3770950489106831,0.09351612663729968,0.5293888244520172
id15553,0.9795784835677193,0.0073676773939760284,0.013053839038304711
id25688,0.0055895343625929,0.9908981550938649,0.0035123105435422076
id17545,0.9960154872374699,0.0012977725757027428,0.0026867401868273647
id13929,0.7273120199183605,0.1664596175911481,0.10622836249049147
id12880,0.1857263034312385,0.6234386667655196,0.19083502980324188
id19282,0.6776527600512801,0.05826256490840606,0.2640846750403139
id14690,0.01613017733635482,0.017896366317814025,0.9659734563458311
id17975,0.09233028273420132,0.8725785164558301,0.03509120080996864
id08037,0.678188764880749,0.0048812882561197245,0.31692994686313114
id15412,0.06571747120120931,0.0025627495026430114,0.9317197792961477
id25032,0.4735546805702239,0.025192920274660524,0.5012523991551157
id27165,0.996778149163102,0.0010952615556402568,0.0021265892812577214
id03327,0.8130758943246478,0.16718637903637473,0.019737726638977493
id18515,0.9634908293196286,0.011198829641177212,0.025310341039194197
id21003,0.20024229732318685,0.05934353469048253,0.7404141679863305
id23855,0.059514843177461765,0.7465628486754216,0.19392230814711678
id20724,0.8245977692936605,0.08923597501807086,0.08616625568826862
id13303,0.3650491112857768,0.09980409317297495,0.5351467955412483
id16521,0.22942789820420442,0.5127346348548889,0.2578374669409067
id20775,0.9700285257921493,0.014605919063225897,0.015365555144624767
id13029,0.9765549467368794,0.0032290060357477593,0.020216047227373034
id14660,0.8174206795059057,0.14701010949840732,0.03556921099568694
id11028,0.021495492064285526,0.000431069026104055,0.9780734389096105
id14180,0.9922932918957895,0.0023840065283196954,0.005322701575890796
id25860,0.8413727741263527,0.0201328635080364,0.1384943623656109
id11910,0.24928027899757554,0.01915507047349291,0.7315646505289315
id08065,0.2862729837442149,0.07657660989179542,0.6371504063639897
id22674,0.12759530267193273,0.005505702387276065,0.8668989949407913
id25018,0.41198433792705214,0.03616179607786329,0.5518538659950847
id10892,0.1706398401460187,0.5792117452850503,0.250148414568931
id10217,0.11067555914543083,0.8805854153009679,0.008739025553601095
id12996,0.35793767975196994,0.03684362939797505,0.605218690850055
id18262,0.40109537935430617,0.09239911775000252,0.5065055028956912
id08606,0.043298163033754555,0.9255097321972446,0.031192104769000806
id17233,0.9335883301274795,0.001639354967606709,0.06477231490491368
id00101,0.8240892951613487,0.053400922776058284,0.1225097820625931
id12225,0.9986603522096362,0.0013396477903636914,0.0
id01364,0.15243456492929283,0.8130791617399582,0.03448627333074894
id24973,0.8431349966183794,0.010070316924823575,0.14679468645679697
id25363,0.7394824378541357,0.03431171141687685,0.2262058507289875
id10061,0.6226674831523605,0.04007623499882842,0.33725628184881096
id17673,0.024800832449677696,0.9627838066256037,0.01241536092471858
id13249,0.5137691822244465,0.04144164129528362,0.44478917648026983
id10107,0.04130970015849319,0.004432184898222809,0.9542581149432839
id04403,0.9185204445716014,0.026366106101028366,0.055113449327370154
id25728,0.8482166580687643,0.12268463996586546,0.02909870196537037
id16184,0.4816262087542935,0.054058450550313726,0.46431534069539276
id03438,0.019067713403721626,0.0005261760128299551,0.9804061105834485
id22923,0.07638808469690403,0.9173844925785779,0.00622742272451804
id08610,0.8848720075572918,0.0035111914576121,0.11161680098509613
id25355,0.0697862492001237,0.02982252731280291,0.9003912234870735
id16916,0.6566936051862581,0.2780209748232593,0.06528541999048249
id12793,0.04829414074998487,0.937113054796429,0.014592804453586001
id11859,0.8677051243748223,0.06720383476361676,0.06509104086156103
id02434,0.9669306606197484,0.027457230579105745,0.005612108801145912
id27703,0.14861661302839313,0.002594109422085844,0.848789277549521
id25212,0.4793172627108426,0.47501555760428177,0.04566717968487567
id11308,0.20553270240583205,0.013771618114342963,0.780695679479825
id26094,0.9101001508231144,0.04838764092199503,0.041512208254890604
id22080,0.9713313747329307,0.025639413627300326,0.0030292116397689682
id03545,0.9841117588776069,0.011368867946696282,0.0045193731756967455
id23725,0.0851019344934169,0.18268167295677795,0.7322163925498052
id12009,0.9635934512853519,0.01689091490316903,0.019515633811479166
id24241,0.7180631220859198,0.1190494832165741,0.16288739469750613
id03596,0.04343327112210076,0.951055149062095,0.005511579815804219
id10749,0.16199417532222704,0.8310518583261443,0.00695396635162872
id22794,0.011816539629726121,0.17730587288632577,0.8108775874839481
id15482,0.520025180931336,0.13646674023379654,0.3435080788348675
id04833,0.635300999886757,0.30089653209839423,0.06380246801484865
id00397,0.17102154185086477,0.006700064611147546,0.8222783935379876
id14691,0.009370295166481905,0.09826834080271128,0.8923613640308068
id05193,0.16828917812530142,0.009836908064792682,0.8218739138099059
id19541,0.5423061658262597,0.06754470635159672,0.39014912782214367
id22166,0.014979751664668346,0.04025368227275528,0.9447665660625763
id20744,0.02374598745955296,0.007826608126231772,0.9684274044142153
id10392,0.07484296293717646,0.0517699932797271,0.8733870437830964
id00770,0.9481750130570428,0.018172203690978862,0.03365278325197838
id06018,0.3663679648548649,0.615377480663799,0.01825455448133605
id15678,0.6190080333710958,0.006185637785112511,0.37480632884379167
id08305,1.0,0.0,0.0
id08903,0.0859795412321515,0.009356837042070187,0.9046636217257784
id14752,0.540461976914248,0.4302172846010914,0.029320738484660675
id12468,0.025079889594952335,0.9721337252061588,0.002786385198888855
id05085,0.18356930210093886,0.7877165440877066,0.02871415381135464
id21993,0.17671000067426348,0.0041148740306203475,0.8191751252951162
id15503,0.9856345679533498,0.00538992553028962,0.00897550651636059
id03021,0.02568000982911408,0.9534832403187223,0.020836749852163654
id16123,0.9936015950146455,0.005550638902023327,0.0008477660833312289
id19383,0.9499162741861613,0.032463059868081096,0.0176206659457575
id04186,0.9884761982304994,0.001665517783746076,0.009858283985754659
id17954,0.05173134949046783,0.047788647049832614,0.9004800034596995
id12030,0.3439716873968504,0.004457792485135622,0.651570520118014
id13020,0.8424018782165856,0.13966896638433823,0.017929155399076042
id25327,0.1159959645014732,0.6255599634562221,0.2584440720423047
id16344,0.20682837162852805,0.23825994262262523,0.5549116857488468
id12303,0.15140934733021624,0.8156803610857521,0.03291029158403161
id15017,0.9107610212897442,0.08527809975087494,0.003960878959380937
id22308,0.04260025865662903,0.011741381668833721,0.9456583596745373
id06536,0.008341662450060907,0.02343012281368112,0.9682282147362579
id19797,0.07609682439671647,0.8753819049392034,0.04852127066408011
id06332,0.8811451818528698,0.09187294358228337,0.026981874564846815
id22941,0.5340785949841346,0.1964910646050909,0.2694303404107745
id13547,0.05306019534914775,0.06004347545677923,0.886896329194073
id06928,0.030475458031165106,0.004296862781085288,0.9652276791877495
id12521,0.3986431389943203,0.5796202203753399,0.021736640630339865
id25716,0.7442886680019034,0.01756511193910244,0.23814622005899416
id27116,0.029407853285771897,0.0005154436229662887,0.9700767030912618
id19941,0.036604984757471516,0.957225527377237,0.0061694878652915
id05711,0.008921410005302593,0.002557948668875639,0.9885206413258217
id02097,0.027286577404860072,0.008466519549683428,0.9642469030454566
id03563,0.0704770045861756,0.9230717116303937,0.006451283783430774
id02295,0.019133985027640053,0.9745682326247829,0.006297782347577026
id08179,0.7471487721207102,0.06603924541521959,0.18681198246407024
id05332,0.1090555959865636,0.8795152542029642,0.011429149810472227
id15697,0.627168922848989,0.2243085346917739,0.14852254245923707
id17026,0.05002070975235001,0.004446967408696915,0.945532322838953
id04243,0.7645430718259252,0.185364663391877,0.05009226478219781
id13175,0.9858926012970264,0.0041296891911186025,0.00997770951185504
id05387,0.8727732226527074,0.006249432088187753,0.12097734525910477
id19989,0.7419668276811301,0.1649579644188868,0.09307520789998322
id25173,0.2402357278536603,0.05629128959107402,0.7034729825552656
id08925,0.05676371585886908,0.9386270362673756,0.004609247873755236
id03034,0.12410171916072764,0.7581130510848226,0.11778522975444976
id13272,0.004997071733235623,0.9926366017450354,0.0023663265217288487
id07956,0.5382268548768481,0.015885798346130593,0.4458873467770213
id02648,0.003467456339446203,0.00015444703217497917,0.9963780966283788
id01778,0.4180400305679405,0.018105630665272977,0.5638543387667865
